label	size	lifespan	submitted_name_pantheria.pantheria	submitted_name_anage.pantheria	matched_name	size.pantheria	lifespan.pantheria	submitted_name_pantheria.anage	submitted_name_anage.anage	size.anage	lifespan.anage
Cercopithecus_erythrotis	3254.98	NA	Cercopithecus_erythrotis	NA	Cercopithecus erythrotis	3254.98	-83.25	Cercopithecus_erythrotis	NA	NA	NA
Cercopithecus_hamlyni	4425	28.6	Cercopithecus_hamlyni	Cercopithecus_hamlyni	Cercopithecus hamlyni	-999	-83.25	Cercopithecus_hamlyni	Cercopithecus_hamlyni	4425	28.6
Cercopithecus_kandti	NA	NA	Cercopithecus_kandti	NA	Cercopithecus kandti	-999	-83.25	Cercopithecus_kandti	NA	NA	NA
Cercopithecus_lhoesti	5307.47	16	Cercopithecus_lhoesti	NA	Cercopithecus lhoesti	5307.47	16	Cercopithecus_lhoesti	NA	NA	NA
Cercopithecus_lowei	NA	NA	Cercopithecus_lowei	NA	Cercopithecus lowei	-999	-83.25	Cercopithecus_lowei	NA	NA	NA
Cercopithecus_mitis	9000	37.8	Cercopithecus_mitis	Cercopithecus_mitis	Cercopithecus mitis	5041.29	27.099999999999998	Cercopithecus_mitis	Cercopithecus_mitis	9000	37.8
Cercopithecus_mona	4500	30	Cercopithecus_mona	Cercopithecus_mona	Cercopithecus mona	3980.17	30	Cercopithecus_mona	Cercopithecus_mona	4500	30
Cercopithecus_neglectus	5945	30.8	Cercopithecus_neglectus	Cercopithecus_neglectus	Cercopithecus neglectus	5324.52	26.3	Cercopithecus_neglectus	Cercopithecus_neglectus	5945	30.8
Cercopithecus_nictitans	5465	31	Cercopithecus_nictitans	Cercopithecus_nictitans	Cercopithecus nictitans	5256.91	23	Cercopithecus_nictitans	Cercopithecus_nictitans	5465	31
Cercopithecus_petaurista	3650	29	Cercopithecus_petaurista	Cercopithecus_petaurista	Cercopithecus petaurista	3233.67	19	Cercopithecus_petaurista	Cercopithecus_petaurista	3650	29
Cercopithecus_pogonias	3580	27	Cercopithecus_pogonias	Cercopithecus_pogonias	Cercopithecus pogonias	3578.27	24.099999999999998	Cercopithecus_pogonias	Cercopithecus_pogonias	3580	27
Cercopithecus_preussi	5132.57	NA	Cercopithecus_preussi	NA	Cercopithecus preussi	5132.57	-83.25	Cercopithecus_preussi	NA	NA	NA
Cercopithecus_roloway	NA	NA	Cercopithecus_roloway	NA	Cercopithecus roloway	-999	-83.25	Cercopithecus_roloway	NA	NA	NA
Cercopithecus_sclateri	3067.29	NA	Cercopithecus_sclateri	NA	Cercopithecus sclateri	3067.29	-83.25	Cercopithecus_sclateri	NA	NA	NA
Cercopithecus_solatus	5256.91	NA	Cercopithecus_solatus	NA	Cercopithecus solatus	5256.91	-83.25	Cercopithecus_solatus	NA	NA	NA
Cercopithecus_wolfi	3390	24	Cercopithecus_wolfi	Cercopithecus_wolfi	Cercopithecus wolfi	3255.18	-83.25	Cercopithecus_wolfi	Cercopithecus_wolfi	3390	24
Cerdocyon_thous	6500	12.7	Cerdocyon_thous	Cerdocyon_thous	Cerdocyon thous	5741.66	11.5	Cerdocyon_thous	Cerdocyon_thous	6500	12.7
Cervus_elaphus	240867.13	31.5	Cervus_elaphus	Cervus_elaphus	Cervus elaphus	240867.13	26.8	Cervus_elaphus	Cervus_elaphus	200000	31.5
Cervus_nippon	52999.99	26.3	Cervus_nippon	Cervus_nippon	Cervus nippon	52999.99	25.42	Cervus_nippon	Cervus_nippon	42000	26.3
Chaerephon_aloysiisabaudiae	NA	NA	Chaerephon_aloysiisabaudiae	NA	Chaerephon aloysiisabaudiae	-999	-83.25	Chaerephon_aloysiisabaudiae	NA	NA	NA
Chaerephon_ansorgei	NA	NA	Chaerephon_ansorgei	NA	Chaerephon ansorgei	-999	-83.25	Chaerephon_ansorgei	NA	NA	NA
Chaerephon_bemmeleni	NA	NA	Chaerephon_bemmeleni	NA	Chaerephon bemmeleni	-999	-83.25	Chaerephon_bemmeleni	NA	NA	NA
Chaerephon_bivittatus	15.42	NA	Chaerephon_bivittatus	NA	Chaerephon bivittatus	15.42	-83.25	Chaerephon_bivittatus	NA	NA	NA
Chaerephon_bregullae	NA	NA	Chaerephon_bregullae	NA	Chaerephon bregullae	-999	-83.25	Chaerephon_bregullae	NA	NA	NA
Chaerephon_chapini	NA	NA	Chaerephon_chapini	NA	Chaerephon chapini	-999	-83.25	Chaerephon_chapini	NA	NA	NA
Chaerephon_gallagheri	NA	NA	Chaerephon_gallagheri	NA	Chaerephon gallagheri	-999	-83.25	Chaerephon_gallagheri	NA	NA	NA
Chaerephon_jobensis	20.71	NA	Chaerephon_jobensis	NA	Chaerephon jobensis	20.71	-83.25	Chaerephon_jobensis	NA	NA	NA
Chaerephon_johorensis	NA	NA	Chaerephon_johorensis	NA	Chaerephon johorensis	-999	-83.25	Chaerephon_johorensis	NA	NA	NA
Chaerephon_leucogaster	NA	NA	Chaerephon_leucogaster	NA	Chaerephon leucogaster	-999	-83.25	Chaerephon_leucogaster	NA	NA	NA
Chaerephon_major	15.17	NA	Chaerephon_major	NA	Chaerephon major	15.17	-83.25	Chaerephon_major	NA	NA	NA
Chaerephon_nigeriae	20.14	NA	Chaerephon_nigeriae	NA	Chaerephon nigeriae	20.14	-83.25	Chaerephon_nigeriae	NA	NA	NA
Chaerephon_plicatus	21.83	NA	Chaerephon_plicatus	NA	Chaerephon plicatus	21.83	-83.25	Chaerephon_plicatus	NA	NA	NA
Chaerephon_pumilus	10.98	5	Chaerephon_pumilus	NA	Chaerephon pumilus	10.98	5	Chaerephon_pumilus	NA	NA	NA
Chaerephon_russatus	16.98	NA	Chaerephon_russatus	NA	Chaerephon russatus	16.98	-83.25	Chaerephon_russatus	NA	NA	NA
Chaerephon_shortridgei	NA	NA	Chaerephon_shortridgei	NA	Chaerephon shortridgei	-999	-83.25	Chaerephon_shortridgei	NA	NA	NA
Chaerephon_solomonis	NA	NA	Chaerephon_solomonis	NA	Chaerephon solomonis	-999	-83.25	Chaerephon_solomonis	NA	NA	NA
Chaerephon_tomensis	7.48	NA	Chaerephon_tomensis	NA	Chaerephon tomensis	7.48	-83.25	Chaerephon_tomensis	NA	NA	NA
Chaeropus_ecaudatus	219.51	NA	Chaeropus_ecaudatus	NA	Chaeropus ecaudatus	219.51	-83.25	Chaeropus_ecaudatus	NA	NA	NA
Chaetocauda_sichuanensis	31.51	NA	Chaetocauda_sichuanensis	NA	Chaetocauda sichuanensis	31.51	-83.25	Chaetocauda_sichuanensis	NA	NA	NA
Chaetodipus_arenarius	23	NA	Chaetodipus_arenarius	NA	Chaetodipus arenarius	23	-83.25	Chaetodipus_arenarius	NA	NA	NA
Chaetodipus_artus	NA	NA	Chaetodipus_artus	NA	Chaetodipus artus	-999	-83.25	Chaetodipus_artus	NA	NA	NA
Chaetodipus_baileyi	28.44	NA	Chaetodipus_baileyi	NA	Chaetodipus baileyi	28.44	-83.25	Chaetodipus_baileyi	NA	NA	NA
Chaetodipus_californicus	23.01	NA	Chaetodipus_californicus	NA	Chaetodipus californicus	23.01	-83.25	Chaetodipus_californicus	NA	NA	NA
Chaetodipus_dalquesti	NA	NA	Chaetodipus_dalquesti	NA	Chaetodipus dalquesti	-999	-83.25	Chaetodipus_dalquesti	NA	NA	NA
Chaetodipus_eremicus	NA	NA	Chaetodipus_eremicus	NA	Chaetodipus eremicus	-999	-83.25	Chaetodipus_eremicus	NA	NA	NA
Chaetodipus_fallax	19.19	8.3	Chaetodipus_fallax	Chaetodipus_fallax	Chaetodipus fallax	19.19	8.299999999999999	Chaetodipus_fallax	Chaetodipus_fallax	18.7	8.3
Chaetodipus_formosus	20.02	7.1	Chaetodipus_formosus	Chaetodipus_formosus	Chaetodipus formosus	20.02	5	Chaetodipus_formosus	Chaetodipus_formosus	19	7.1
Chaetodipus_goldmani	NA	NA	Chaetodipus_goldmani	NA	Chaetodipus goldmani	-999	-83.25	Chaetodipus_goldmani	NA	NA	NA
Chaetodipus_hispidus	37.24	NA	Chaetodipus_hispidus	NA	Chaetodipus hispidus	37.24	-83.25	Chaetodipus_hispidus	NA	NA	NA
Chaetodipus_intermedius	14.94	NA	Chaetodipus_intermedius	NA	Chaetodipus intermedius	14.94	-83.25	Chaetodipus_intermedius	NA	NA	NA
Chaetodipus_lineatus	23	NA	Chaetodipus_lineatus	NA	Chaetodipus lineatus	23	-83.25	Chaetodipus_lineatus	NA	NA	NA
Chaetodipus_nelsoni	15.53	NA	Chaetodipus_nelsoni	Chaetodipus_nelsoni	Chaetodipus nelsoni	15.53	-83.25	Chaetodipus_nelsoni	Chaetodipus_nelsoni	14.4	NA
Chaetodipus_penicillatus	15.57	NA	Chaetodipus_penicillatus	NA	Chaetodipus penicillatus	15.57	-83.25	Chaetodipus_penicillatus	NA	NA	NA
Chaetodipus_pernix	17	NA	Chaetodipus_pernix	NA	Chaetodipus pernix	17	-83.25	Chaetodipus_pernix	NA	NA	NA
Chaetodipus_rudinoris	NA	NA	Chaetodipus_rudinoris	NA	Chaetodipus rudinoris	-999	-83.25	Chaetodipus_rudinoris	NA	NA	NA
Chaetodipus_spinatus	16.34	NA	Chaetodipus_spinatus	NA	Chaetodipus spinatus	16.34	-83.25	Chaetodipus_spinatus	NA	NA	NA
Cricetulus_barabensis	NA	5.3	Cricetulus_barabensis	Cricetulus_barabensis	Cricetulus barabensis	-999	-83.25	Cricetulus_barabensis	Cricetulus_barabensis	NA	5.3
Cricetulus_kamensis	NA	NA	Cricetulus_kamensis	NA	Cricetulus kamensis	-999	-83.25	Cricetulus_kamensis	NA	NA	NA
Cricetulus_longicaudatus	NA	NA	Cricetulus_longicaudatus	NA	Cricetulus longicaudatus	-999	-83.25	Cricetulus_longicaudatus	NA	NA	NA
Cricetulus_migratorius	30.59	NA	Cricetulus_migratorius	NA	Cricetulus migratorius	30.59	-83.25	Cricetulus_migratorius	NA	NA	NA
Cricetulus_sokolovi	NA	NA	Cricetulus_sokolovi	NA	Cricetulus sokolovi	-999	-83.25	Cricetulus_sokolovi	NA	NA	NA
Cricetus_cricetus	506.7	4	Cricetus_cricetus	Cricetus_cricetus	Cricetus cricetus	428.95	4	Cricetus_cricetus	Cricetus_cricetus	506.7	3.6
Crocidura_aleksandrisi	NA	NA	Crocidura_aleksandrisi	NA	Crocidura aleksandrisi	-999	-83.25	Crocidura_aleksandrisi	NA	NA	NA
Crocidura_allex	NA	NA	Crocidura_allex	NA	Crocidura allex	-999	-83.25	Crocidura_allex	NA	NA	NA
Crocidura_andamanensis	NA	NA	Crocidura_andamanensis	NA	Crocidura andamanensis	-999	-83.25	Crocidura_andamanensis	NA	NA	NA
Crocidura_ansellorum	NA	NA	Crocidura_ansellorum	NA	Crocidura ansellorum	-999	-83.25	Crocidura_ansellorum	NA	NA	NA
Crocidura_arabica	NA	NA	Crocidura_arabica	NA	Crocidura arabica	-999	-83.25	Crocidura_arabica	NA	NA	NA
Crocidura_arispa	NA	NA	Crocidura_arispa	NA	Crocidura arispa	-999	-83.25	Crocidura_arispa	NA	NA	NA
Crocidura_armenica	NA	NA	Crocidura_armenica	NA	Crocidura armenica	-999	-83.25	Crocidura_armenica	NA	NA	NA
Crocidura_attenuata	NA	NA	Crocidura_attenuata	NA	Crocidura attenuata	-999	-83.25	Crocidura_attenuata	NA	NA	NA
Crocidura_attila	NA	NA	Crocidura_attila	NA	Crocidura attila	-999	-83.25	Crocidura_attila	NA	NA	NA
Crocidura_baileyi	NA	NA	Crocidura_baileyi	NA	Crocidura baileyi	-999	-83.25	Crocidura_baileyi	NA	NA	NA
Crocidura_baluensis	NA	NA	Crocidura_baluensis	NA	Crocidura baluensis	-999	-83.25	Crocidura_baluensis	NA	NA	NA
Crocidura_batesi	16.49	NA	Crocidura_batesi	NA	Crocidura batesi	16.49	-83.25	Crocidura_batesi	NA	NA	NA
Crocidura_beatus	10.55	NA	Crocidura_beatus	NA	Crocidura beatus	10.55	-83.25	Crocidura_beatus	NA	NA	NA
Crocidura_beccarii	NA	NA	Crocidura_beccarii	NA	Crocidura beccarii	-999	-83.25	Crocidura_beccarii	NA	NA	NA
Crocidura_bottegi	3.49	NA	Crocidura_bottegi	NA	Crocidura bottegi	3.49	-83.25	Crocidura_bottegi	NA	NA	NA
Crocidura_bottegoides	NA	NA	Crocidura_bottegoides	NA	Crocidura bottegoides	-999	-83.25	Crocidura_bottegoides	NA	NA	NA
Crocidura_brunnea	NA	NA	Crocidura_brunnea	NA	Crocidura brunnea	-999	-83.25	Crocidura_brunnea	NA	NA	NA
Crocidura_buettikoferi	NA	NA	Crocidura_buettikoferi	NA	Crocidura buettikoferi	-999	-83.25	Crocidura_buettikoferi	NA	NA	NA
Crocidura_caliginea	NA	NA	Crocidura_caliginea	NA	Crocidura caliginea	-999	-83.25	Crocidura_caliginea	NA	NA	NA
Crocidura_canariensis	7.5	NA	Crocidura_canariensis	NA	Crocidura canariensis	7.5	-83.25	Crocidura_canariensis	NA	NA	NA
Crocidura_caspica	NA	NA	Crocidura_caspica	NA	Crocidura caspica	-999	-83.25	Crocidura_caspica	NA	NA	NA
Crocidura_cinderella	NA	NA	Crocidura_cinderella	NA	Crocidura cinderella	-999	-83.25	Crocidura_cinderella	NA	NA	NA
Crocidura_congobelgica	NA	NA	Crocidura_congobelgica	NA	Crocidura congobelgica	-999	-83.25	Crocidura_congobelgica	NA	NA	NA
Crocidura_crenata	NA	NA	Crocidura_crenata	NA	Crocidura crenata	-999	-83.25	Crocidura_crenata	NA	NA	NA
Crocidura_crossei	8	NA	Crocidura_crossei	NA	Crocidura crossei	8	-83.25	Crocidura_crossei	NA	NA	NA
Crocidura_cyanea	8.58	NA	Crocidura_cyanea	NA	Crocidura cyanea	8.58	-83.25	Crocidura_cyanea	NA	NA	NA
Crocidura_denti	NA	NA	Crocidura_denti	NA	Crocidura denti	-999	-83.25	Crocidura_denti	NA	NA	NA
Crocidura_desperata	NA	NA	Crocidura_desperata	NA	Crocidura desperata	-999	-83.25	Crocidura_desperata	NA	NA	NA
Crocidura_dhofarensis	NA	NA	Crocidura_dhofarensis	NA	Crocidura dhofarensis	-999	-83.25	Crocidura_dhofarensis	NA	NA	NA
Crocidura_dolichura	5.63	NA	Crocidura_dolichura	NA	Crocidura dolichura	5.63	-83.25	Crocidura_dolichura	NA	NA	NA
Crocidura_douceti	4.3	NA	Crocidura_douceti	NA	Crocidura douceti	4.3	-83.25	Crocidura_douceti	NA	NA	NA
Crocidura_dsinezumi	NA	NA	Crocidura_dsinezumi	NA	Crocidura dsinezumi	-999	-83.25	Crocidura_dsinezumi	NA	NA	NA
Crocidura_eisentrauti	NA	NA	Crocidura_eisentrauti	NA	Crocidura eisentrauti	-999	-83.25	Crocidura_eisentrauti	NA	NA	NA
Crocidura_elgonius	6.5	NA	Crocidura_elgonius	NA	Crocidura elgonius	6.5	-83.25	Crocidura_elgonius	NA	NA	NA
Crocidura_elongata	NA	NA	Crocidura_elongata	NA	Crocidura elongata	-999	-83.25	Crocidura_elongata	NA	NA	NA
Crocidura_erica	NA	NA	Crocidura_erica	NA	Crocidura erica	-999	-83.25	Crocidura_erica	NA	NA	NA
Crocidura_fischeri	NA	NA	Crocidura_fischeri	NA	Crocidura fischeri	-999	-83.25	Crocidura_fischeri	NA	NA	NA
Crocidura_flavescens	45	2.2	Crocidura_flavescens	Crocidura_flavescens	Crocidura flavescens	31.22	-83.25	Crocidura_flavescens	Crocidura_flavescens	45	2.2
Crocidura_floweri	NA	NA	Crocidura_floweri	NA	Crocidura floweri	-999	-83.25	Crocidura_floweri	NA	NA	NA
Crocidura_foetida	NA	NA	Crocidura_foetida	NA	Crocidura foetida	-999	-83.25	Crocidura_foetida	NA	NA	NA
Crocidura_foxi	21	NA	Crocidura_foxi	NA	Crocidura foxi	21	-83.25	Crocidura_foxi	NA	NA	NA
Crocidura_fuliginosa	12	NA	Crocidura_fuliginosa	NA	Crocidura fuliginosa	12	-83.25	Crocidura_fuliginosa	NA	NA	NA
Crocidura_fulvastra	10	NA	Crocidura_fulvastra	NA	Crocidura fulvastra	10	-83.25	Crocidura_fulvastra	NA	NA	NA
Crocidura_fumosa	14.49	NA	Crocidura_fumosa	NA	Crocidura fumosa	14.49	-83.25	Crocidura_fumosa	NA	NA	NA
Crocidura_fuscomurina	5.6	NA	Crocidura_fuscomurina	NA	Crocidura fuscomurina	5.6	-83.25	Crocidura_fuscomurina	NA	NA	NA
Crocidura_glassi	NA	NA	Crocidura_glassi	NA	Crocidura glassi	-999	-83.25	Crocidura_glassi	NA	NA	NA
Crocidura_gmelini	NA	NA	Crocidura_gmelini	NA	Crocidura gmelini	-999	-83.25	Crocidura_gmelini	NA	NA	NA
Crocidura_goliath	87.92	NA	Crocidura_goliath	NA	Crocidura goliath	87.92	-83.25	Crocidura_goliath	NA	NA	NA
Crocidura_gracilipes	6.69	NA	Crocidura_gracilipes	NA	Crocidura gracilipes	6.69	-83.25	Crocidura_gracilipes	NA	NA	NA
Crocidura_grandiceps	23	NA	Crocidura_grandiceps	NA	Crocidura grandiceps	23	-83.25	Crocidura_grandiceps	NA	NA	NA
Crocidura_grandis	NA	NA	Crocidura_grandis	NA	Crocidura grandis	-999	-83.25	Crocidura_grandis	NA	NA	NA
Crocidura_grassei	NA	NA	Crocidura_grassei	NA	Crocidura grassei	-999	-83.25	Crocidura_grassei	NA	NA	NA
Crocidura_grayi	10.7	NA	Crocidura_grayi	NA	Crocidura grayi	10.7	-83.25	Crocidura_grayi	NA	NA	NA
Crocidura_greenwoodi	NA	NA	Crocidura_greenwoodi	NA	Crocidura greenwoodi	-999	-83.25	Crocidura_greenwoodi	NA	NA	NA
Crocidura_harenna	NA	NA	Crocidura_harenna	NA	Crocidura harenna	-999	-83.25	Crocidura_harenna	NA	NA	NA
Crocidura_hildegardeae	10.28	NA	Crocidura_hildegardeae	NA	Crocidura hildegardeae	10.28	-83.25	Crocidura_hildegardeae	NA	NA	NA
Crocidura_hilliana	NA	NA	Crocidura_hilliana	NA	Crocidura hilliana	-999	-83.25	Crocidura_hilliana	NA	NA	NA
Crocidura_hirta	15.8	NA	Crocidura_hirta	NA	Crocidura hirta	15.8	-83.25	Crocidura_hirta	NA	NA	NA
Crocidura_hispida	NA	NA	Crocidura_hispida	NA	Crocidura hispida	-999	-83.25	Crocidura_hispida	NA	NA	NA
Crocidura_orii	NA	NA	Crocidura_orii	NA	Crocidura orii	-999	-83.25	Crocidura_orii	NA	NA	NA
Crocidura_palawanensis	NA	NA	Crocidura_palawanensis	NA	Crocidura palawanensis	-999	-83.25	Crocidura_palawanensis	NA	NA	NA
Crocidura_paradoxura	NA	NA	Crocidura_paradoxura	NA	Crocidura paradoxura	-999	-83.25	Crocidura_paradoxura	NA	NA	NA
Crocidura_parvipes	NA	NA	Crocidura_parvipes	NA	Crocidura parvipes	-999	-83.25	Crocidura_parvipes	NA	NA	NA
Crocidura_pasha	6.5	NA	Crocidura_pasha	NA	Crocidura pasha	6.5	-83.25	Crocidura_pasha	NA	NA	NA
Crocidura_pergrisea	NA	NA	Crocidura_pergrisea	NA	Crocidura pergrisea	-999	-83.25	Crocidura_pergrisea	NA	NA	NA
Crocidura_phaeura	NA	NA	Crocidura_phaeura	NA	Crocidura phaeura	-999	-83.25	Crocidura_phaeura	NA	NA	NA
Crocidura_picea	NA	NA	Crocidura_picea	NA	Crocidura picea	-999	-83.25	Crocidura_picea	NA	NA	NA
Crocidura_pitmani	NA	NA	Crocidura_pitmani	NA	Crocidura pitmani	-999	-83.25	Crocidura_pitmani	NA	NA	NA
Crocidura_planiceps	2.5	NA	Crocidura_planiceps	NA	Crocidura planiceps	2.5	-83.25	Crocidura_planiceps	NA	NA	NA
Crocidura_poensis	17.05	NA	Crocidura_poensis	NA	Crocidura poensis	17.05	-83.25	Crocidura_poensis	NA	NA	NA
Crocidura_polia	NA	NA	Crocidura_polia	NA	Crocidura polia	-999	-83.25	Crocidura_polia	NA	NA	NA
Crocidura_pullata	NA	NA	Crocidura_pullata	NA	Crocidura pullata	-999	-83.25	Crocidura_pullata	NA	NA	NA
Crocidura_raineyi	14.49	NA	Crocidura_raineyi	NA	Crocidura raineyi	14.49	-83.25	Crocidura_raineyi	NA	NA	NA
Crocidura_ramona	NA	NA	Crocidura_ramona	NA	Crocidura ramona	-999	-83.25	Crocidura_ramona	NA	NA	NA
Crocidura_rapax	NA	NA	Crocidura_rapax	NA	Crocidura rapax	-999	-83.25	Crocidura_rapax	NA	NA	NA
Crocidura_religiosa	7	NA	Crocidura_religiosa	NA	Crocidura religiosa	7	-83.25	Crocidura_religiosa	NA	NA	NA
Crocidura_rhoditis	NA	NA	Crocidura_rhoditis	NA	Crocidura rhoditis	-999	-83.25	Crocidura_rhoditis	NA	NA	NA
Crocidura_roosevelti	NA	NA	Crocidura_roosevelti	NA	Crocidura roosevelti	-999	-83.25	Crocidura_roosevelti	NA	NA	NA
Crocidura_russula	11.6	4	Crocidura_russula	Crocidura_russula	Crocidura russula	9.89	3.1999999999999997	Crocidura_russula	Crocidura_russula	11.6	4
Crocidura_selina	NA	NA	Crocidura_selina	NA	Crocidura selina	-999	-83.25	Crocidura_selina	NA	NA	NA
Crocidura_serezkyensis	NA	NA	Crocidura_serezkyensis	NA	Crocidura serezkyensis	-999	-83.25	Crocidura_serezkyensis	NA	NA	NA
Crocidura_shantungensis	NA	NA	Crocidura_shantungensis	NA	Crocidura shantungensis	-999	-83.25	Crocidura_shantungensis	NA	NA	NA
Crocidura_sibirica	NA	NA	Crocidura_sibirica	NA	Crocidura sibirica	-999	-83.25	Crocidura_sibirica	NA	NA	NA
Crocidura_sicula	NA	NA	Crocidura_sicula	NA	Crocidura sicula	-999	-83.25	Crocidura_sicula	NA	NA	NA
Crocidura_silacea	7	NA	Crocidura_silacea	NA	Crocidura silacea	7	-83.25	Crocidura_silacea	NA	NA	NA
Crocidura_smithii	NA	NA	Crocidura_smithii	NA	Crocidura smithii	-999	-83.25	Crocidura_smithii	NA	NA	NA
Crocidura_somalica	11.5	NA	Crocidura_somalica	NA	Crocidura somalica	11.5	-83.25	Crocidura_somalica	NA	NA	NA
Crocidura_stenocephala	NA	NA	Crocidura_stenocephala	NA	Crocidura stenocephala	-999	-83.25	Crocidura_stenocephala	NA	NA	NA
Crocidura_suaveolens	7.7	2.8	Crocidura_suaveolens	Crocidura_suaveolens	Crocidura suaveolens	7.35	2.6999999999999997	Crocidura_suaveolens	Crocidura_suaveolens	7.7	2.8
Crocidura_susiana	NA	NA	Crocidura_susiana	NA	Crocidura susiana	-999	-83.25	Crocidura_susiana	NA	NA	NA
Eptesicus_kobayashii	NA	NA	Eptesicus_kobayashii	NA	Eptesicus kobayashii	-999	-83.25	Eptesicus_kobayashii	NA	NA	NA
Eptesicus_matroka	6.57	NA	Eptesicus_matroka	NA	Eptesicus matroka	6.57	-83.25	Eptesicus_matroka	NA	NA	NA
Eptesicus_nasutus	7.91	NA	Eptesicus_nasutus	NA	Eptesicus nasutus	7.91	-83.25	Eptesicus_nasutus	NA	NA	NA
Eptesicus_nilssonii	13	20	Eptesicus_nilssonii	Eptesicus_nilssonii	Eptesicus nilssonii	10.72	15.5	Eptesicus_nilssonii	Eptesicus_nilssonii	13	20
Eptesicus_pachyotis	8.1	NA	Eptesicus_pachyotis	NA	Eptesicus pachyotis	8.1	-83.25	Eptesicus_pachyotis	NA	NA	NA
Equus_kiang	281138.63	30.1	Equus_kiang	Equus_kiang	Equus kiang	281138.63	-83.25	Equus_kiang	Equus_kiang	275000	30.1
Equus_quagga	400000	38	Equus_quagga	Equus_quagga	Equus quagga	400000	20	Equus_quagga	Equus_quagga	280000	38
Equus_zebra	296000	33.2	Equus_zebra	Equus_zebra	Equus zebra	282462.13	24	Equus_zebra	Equus_zebra	296000	33.2
Eremitalpa_granti	22.04	2	Eremitalpa_granti	NA	Eremitalpa granti	22.04	2	Eremitalpa_granti	NA	NA	NA
Eremodipus_lichtensteini	NA	NA	Eremodipus_lichtensteini	NA	Eremodipus lichtensteini	-999	-83.25	Eremodipus_lichtensteini	NA	NA	NA
Erethizon_dorsatum	7419.46	18	Erethizon_dorsatum	NA	Erethizon dorsatum	7419.46	18	Erethizon_dorsatum	NA	NA	NA
Erignathus_barbatus	373000	31.4525	Erignathus_barbatus	Erignathus_barbatus	Erignathus barbatus	279999.99	31.4525	Erignathus_barbatus	Erignathus_barbatus	373000	NA
Erinaceus_amurensis	NA	8	Erinaceus_amurensis	Erinaceus_amurensis	Erinaceus amurensis	-999	-83.25	Erinaceus_amurensis	Erinaceus_amurensis	NA	8
Erinaceus_concolor	719	7	Erinaceus_concolor	Erinaceus_concolor	Erinaceus concolor	665.99	-83.25	Erinaceus_concolor	Erinaceus_concolor	719	7
Erinaceus_europaeus	777.95	14	Erinaceus_europaeus	Erinaceus_europaeus	Erinaceus europaeus	777.95	14	Erinaceus_europaeus	Erinaceus_europaeus	750	11.7
Erinaceus_roumanicus	NA	NA	Erinaceus_roumanicus	NA	Erinaceus roumanicus	-999	-83.25	Erinaceus_roumanicus	NA	NA	NA
Eropeplus_canus	NA	NA	Eropeplus_canus	NA	Eropeplus canus	-999	-83.25	Eropeplus_canus	NA	NA	NA
Erophylla_bombifrons	16.28	NA	Erophylla_bombifrons	NA	Erophylla bombifrons	16.28	-83.25	Erophylla_bombifrons	NA	NA	NA
Erophylla_sezekorni	15.87	NA	Erophylla_sezekorni	NA	Erophylla sezekorni	15.87	-83.25	Erophylla_sezekorni	NA	NA	NA
Erythrocebus_patas	7966.3	28.3	Erythrocebus_patas	Erythrocebus_patas	Erythrocebus patas	7966.3	23.900000000000002	Erythrocebus_patas	Erythrocebus_patas	7750	28.3
Eptesicus_platyops	NA	NA	Eptesicus_platyops	NA	Eptesicus platyops	-999	-83.25	Eptesicus_platyops	NA	NA	NA
Eptesicus_serotinus	23.09	21	Eptesicus_serotinus	Eptesicus_serotinus	Eptesicus serotinus	23.09	6	Eptesicus_serotinus	Eptesicus_serotinus	18.2	21
Eptesicus_tatei	NA	NA	Eptesicus_tatei	NA	Eptesicus tatei	-999	-83.25	Eptesicus_tatei	NA	NA	NA
Equus_asinus	164998.49	47	Equus_asinus	Equus_asinus	Equus asinus	164998.49	47	Equus_asinus	Equus_asinus	164998	47
Equus_burchellii	279160.65	40	Equus_burchellii	NA	Equus burchellii	279160.65	40	Equus_burchellii	NA	NA	NA
Equus_caballus	403598.53	62	Equus_caballus	Equus_caballus	Equus caballus	403598.53	62	Equus_caballus	Equus_caballus	300000	57
Equus_grevyi	408000.35	31	Equus_grevyi	Equus_grevyi	Equus grevyi	408000.35	26	Equus_grevyi	Equus_grevyi	384000	31
Equus_hemionus	235248.07	38.800000000000004	Equus_hemionus	Equus_hemionus	Equus hemionus	235248.07	38.800000000000004	Equus_hemionus	Equus_hemionus	230000	31.6
Genetta_bourloni	NA	NA	Genetta_bourloni	NA	Genetta bourloni	-999	-83.25	Genetta_bourloni	NA	NA	NA
Genetta_cristata	1863.23	34	Genetta_cristata	NA	Genetta cristata	1863.23	34	Genetta_cristata	NA	NA	NA
Genetta_genetta	1866.7	34	Genetta_genetta	Genetta_genetta	Genetta genetta	1756.17	34	Genetta_genetta	Genetta_genetta	1866.7	22.7
Genetta_johnstoni	2225	NA	Genetta_johnstoni	NA	Genetta johnstoni	2225	-83.25	Genetta_johnstoni	NA	NA	NA
Genetta_maculata	2225	20	Genetta_maculata	Genetta_maculata	Genetta maculata	1950	-83.25	Genetta_maculata	Genetta_maculata	2225	20
Genetta_pardina	2000	NA	Genetta_pardina	Genetta_pardina	Genetta pardina	-999	-83.25	Genetta_pardina	Genetta_pardina	2000	NA
Genetta_piscivora	1648.05	NA	Genetta_piscivora	NA	Genetta piscivora	1648.05	-83.25	Genetta_piscivora	NA	NA	NA
